ID,Nome,Ascoltatori,Ascolti,Popolarità,PopolaritàLog,ZIndex
23878,rum.gold,120778,872305,7.22232,2.10685,-0.87553
23879,Durand Jones & The Indications,464755,6148476,13.22947,2.65531,-0.07367
23880,JON VINYL,133131,1012097,7.6022,2.15201,-0.80951
23881,Benjamin Clementine,178848,3204500,17.91734,2.94007,0.34265
23882,Pale Jay,433692,4286868,9.88456,2.38734,-0.46545
23883,Steven A. Clark,37388,225975,6.04388,1.95215,-1.10171
23884,Gayana,9492,94492,9.95386,2.39369,-0.45616
23885,Kovic,23523,200864,8.53868,2.25535,-0.65842
23886,R I T U A L,40980,227038,5.54007,1.87794,-1.21021
23887,Elder Island,196314,2920252,14.87533,2.76476,0.08634
23888,Full Crate x Mar,39634,185830,4.68853,1.73845,-1.41414
23889,Adrian Daniel,23535,180320,7.66145,2.15888,-0.79946
23890,Иван Дорн,121278,3914077,32.27332,3.50475,1.16823
23891,Breathe,120045,690118,5.74877,1.90936,-1.16427
23892,TAYÖKA,3962,30649,7.73378,2.16719,-0.78731
23893,Егор Сесарев,5448,60982,11.19141,2.50073,-0.29967
23894,MATRANG,64806,1401911,21.63209,3.11936,0.60478
23895,The Hics,56866,397878,6.99664,2.07902,-0.91622
23896,HÆLOS,132244,2556654,19.3327,3.01223,0.44815
23897,Lyves,70045,492736,7.03446,2.08373,-0.90933
23898,Jessie Reyez & 6LACK,5533,45090,8.14781,2.21351,-0.71959
23899,Bibi Bourelly,60978,327640,5.37299,1.85206,-1.24804
23900,Savannah Cristina,27029,174329,6.44946,2.00814,-1.01985
23901,Mad'House,45994,225105,4.89411,1.77395,-1.36224
23902,Elize,67524,558303,8.26809,2.22657,-0.7005
23903,Therese,48822,257719,5.27863,1.83715,-1.26984
23904,Lauri,27202,477764,17.56291,2.92116,0.315
23905,Danny,109119,1327886,12.16904,2.57786,-0.1869
23906,Ankie Bagger,17084,114409,6.69645,2.04075,-0.97217
23907,Jada,45447,338144,7.44023,2.133,-0.8373
23908,eee gee,17674,148668,8.4112,2.2419,-0.67809
23909,Alexander Oscar,47030,287025,6.10288,1.9605,-1.0895
23910,Blaue Blume,35986,489108,13.59124,2.68042,-0.03696
23911,Jacob Bellens,30002,275923,9.19651,2.32204,-0.56092
23912,Inspector,117282,1840520,15.69298,2.81498,0.15977
23913,Ragazzi,21808,147420,6.75959,2.04892,-0.96023
23914,La Nueva Banda Timbiriche,15274,100396,6.57256,2.02453,-0.99589
23915,Los Yonic's,40641,414854,10.20751,2.41658,-0.4227
23916,Litzy,11531,72112,6.2532,1.98144,-1.05889
23917,Lorena Herrera,6667,89284,13.38992,2.66652,-0.05728
23918,Lola Beltrán,56081,351410,6.266,1.9832,-1.05631
23919,Florencia Bertotti,1752,28568,16.29663,2.85051,0.21171
23920,Chaqueño Palavecino,26168,423122,16.16882,2.84309,0.20086
23921,Maldita Vecindad Y Los Hijos Del 5to. Patio,72130,962286,13.34081,2.6631,-0.06228
23922,Jazzy James,88953,364538,4.09805,1.62885,-1.57438
23923,Варвара,13730,110241,8.02862,2.20039,-0.73877
23924,Jikuru,25711,83763,3.25773,1.44873,-1.83772
23925,Mamoosh,25049,86757,3.46335,1.49589,-1.76877
23926,FLU JIVERS,3227,6841,2.11926,1.13759,-2.29262
23927,Dokkodo Sounds,29748,98977,3.32706,1.46488,-1.81411
23928,Paradiam,4783,28212,5.89715,1.9311,-1.13248
23929,Marius,65664,472040,7.1886,2.10274,-0.88154
23930,Driftwood,57668,268720,4.65969,1.73336,-1.42159
23931,Bomshi,20031,53212,2.65634,1.29646,-2.06035
23932,Dry,19323,229182,11.85996,2.55411,-0.22162
23933,Sussie 4,68902,969242,14.06676,2.71249,0.00992
23934,Vikki Carr,48291,341805,7.07788,2.08912,-0.90145
23935,Alberto Cortez,37400,280673,7.50442,2.14058,-0.82622
23936,Gustavo Cerati,433741,29986339,69.13404,4.2504,2.25839
23937,Mariana Seoane,10251,95424,9.30784,2.3329,-0.54504
23938,Jennifer Peña,23206,165129,7.11548,2.09377,-0.89466
