ID,Nome,Ascoltatori,Ascolti,Popolarità,PopolaritàLog,ZIndex
2951,Vickeblanka,163725,3335453,20.37216,3.06208,0.52103
2952,Hello Sleepwalkers,155774,2746294,17.62987,2.92476,0.32027
2953,ROOKiEZ is PUNK'D,81848,1824303,22.28864,3.14796,0.64659
2954,May'n,57332,1871394,32.64078,3.51573,1.18428
2955,Angela,96020,2857791,29.76214,3.42628,1.05351
2956,Mika Kobayashi,42511,748270,17.60138,2.92323,0.31803
2957,SawanoHiroyuki[nZk]:Aimer,14228,414660,29.14189,3.40591,1.02372
2958,黒崎真音,52292,1700533,32.51932,3.51212,1.17901
2959,西沢幸奏,21193,429575,20.2687,3.05723,0.51394
2960,Zwei,39380,816123,20.72377,3.0784,0.54489
2961,Luna Haruna,51590,714262,13.8447,2.69764,-0.01178
2962,Hana Hope,12840,125810,9.79752,2.37931,-0.47719
2963,Rika Mayama,2966,21029,7.08763,2.09033,-0.89969
2964,涼宮ハルヒ (CV.平野 綾),38212,427934,11.19864,2.50132,-0.2988
2965,ビッケブランカ,10687,214679,20.08598,3.0486,0.50133
2966,Maon Kurosaki,5537,157041,28.35698,3.37953,0.98516
2967,Hiroyuki Sawano,332768,17477993,52.5229,3.9801,1.86321
2968,Void_Chords,16942,268619,15.85427,2.8246,0.17383
2969,SCREEN mode,50944,735411,14.43539,2.73666,0.04526
2970,上坂すみれ,14543,520064,35.75797,3.60435,1.31385
2971,Linked Horizon,420721,10082227,23.9641,3.21743,0.74816
2972,natsumi,18361,147290,8.02145,2.1996,-0.73993
2973,Ra-On,518,2469,4.75722,1.75045,-1.3966
2974,Sana,47294,845167,17.87011,2.93757,0.339
2975,KOTONE,14207,276103,19.43292,3.01714,0.45533
2976,awairo,3561,42091,11.81667,2.55074,-0.22655
2977,ヰ世界情緒,9330,425434,45.59361,3.84146,1.66051
2978,Rainych,124293,1458744,11.73623,2.54445,-0.23575
2979,鹿乃,18049,1096436,60.74437,4.123,2.07213
2980,*LUNA,16297,400262,24.55896,3.24098,0.78259
2981,R Sound Design,30778,463966,15.0741,2.7772,0.10453
2982,Hanyuu Maigo,1558,9806,6.28992,1.98649,-1.0515
2983,Who-ya Extended,112600,1615448,14.34665,2.73089,0.03682
2984,hitorie,76943,2019306,26.24383,3.30482,0.87593
2985,NICO Touches the Walls,169264,4535232,26.79367,3.3248,0.90514
2986,W.O.D.,22912,311115,13.57809,2.67951,-0.03829
2987,jon-YAKITORY,147645,2446353,16.56904,2.86613,0.23455
2988,照井順政,172370,5755524,33.39032,3.53777,1.21651
2989,SIX LOUNGE,29847,458253,15.35288,2.7944,0.12968
2990,Aqua Timez,145471,4568469,31.40445,3.47829,1.12955
2991,GEMN,40488,591267,14.60315,2.74747,0.06106
2992,Man with a Mission,224941,7028918,31.24769,3.47344,1.12245
2993,Sid,358780,8162167,22.74971,3.16757,0.67526
2994,Lenny code fiction,68984,632480,9.16836,2.31928,-0.56495
2995,TK from 凛として時雨,79951,2744321,34.3246,3.56457,1.25569
2996,[Alexandros],97152,2401927,24.72313,3.24739,0.79196
2997,Mr.Children,112233,10398654,92.65154,4.53958,2.68118
2998,スピッツ,104247,10348474,99.26784,4.60784,2.78098
2999,ハチ,11404,259464,22.75002,3.16758,0.67528
3000,コブクロ,43483,1813755,41.71085,3.75445,1.5333
3001,Galileo Galilei,101467,3813844,37.58666,3.6529,1.38483
3002,GReeeeN,88675,3355667,37.84188,3.65949,1.39447
3003,amazarashi,165769,4792294,28.90929,3.39816,1.01239
3004,福山雅治,32541,1385291,42.56932,3.77435,1.56239
3005,Awesome City Club,45373,779776,17.18552,2.90062,0.28497
3006,Frederic,140898,3606920,25.59933,3.28088,0.84093
3007,androp,33469,1476910,44.12638,3.80946,1.61373
3008,Superfly,106156,3381838,31.85694,3.49216,1.14982
3009,レミオロメン,51588,2443429,47.36337,3.87874,1.71502
3010,クリープハイプ,16243,2144981,132.04758,4.8907,3.19453
3011,秦基博,47169,1874798,39.74555,3.70734,1.46442
3012,サザンオールスターズ,56283,3305238,58.72429,4.08973,2.02349
3013,flumpool,73932,2198530,29.73678,3.42545,1.05229
3014,SUPER BEAVER,77014,1603246,20.81732,3.0827,0.55118
3015,DAOKO×米津玄師,20054,209690,10.45574,2.43849,-0.39066
3016,東京事変,109814,10545736,96.03183,4.57503,2.73301
3017,riria.,45799,676072,14.76139,2.75756,0.07582
3018,The Winking Owl,14709,466821,31.73494,3.48844,1.14439
3019,Eri Sasaki,7129,70074,9.82805,2.38213,-0.47306
3020,NILFRUITS,35765,470611,13.15805,2.65028,-0.08102
3021,Teniwoha,58831,999775,16.99372,2.89002,0.26948
3022,Kanaria,227409,6595111,29.00097,3.40122,1.01687
3023,¿?shimon,16311,426912,26.17165,3.30217,0.87205
3024,柊キライ,45378,515516,11.36023,2.51448,-0.27956
3025,ぬゆり,55938,1033589,18.47707,2.96923,0.38528
3026,wotaku,49227,1107372,22.49475,3.15677,0.65947
3027,maretu,298426,10813661,36.23553,3.61726,1.33272
3028,Kairiki Bear,23334,422052,18.08665,2.94898,0.35568
3029,ぐちり,85894,2313964,26.93944,3.33003,0.91278
3030,Meddmia,13151,253440,19.27007,3.00914,0.44363
3031,HiiragiKirai,68579,1321741,19.27298,3.00928,0.44384
3032,pinocchioP,168102,7323703,43.56675,3.79698,1.59548
3033,Chinozo,67210,1164143,17.32072,2.90803,0.29581
3034,LonePi,14395,275780,19.15671,3.00353,0.43543
3035,John,60759,1084695,17.85212,2.93662,0.33761
3036,Giga,130420,3041135,23.31783,3.1912,0.70981
3037,Paseri Onuma,26537,338080,12.73946,2.62027,-0.1249
3038,Neru,146580,2734088,18.6524,2.97819,0.39838
3039,煮ル果実,43641,1542995,35.35573,3.59335,1.29777
3040,Iyowa,53381,3198535,59.91785,4.10952,2.05242
3041,MAIKI P,10800,251732,23.30636,3.19073,0.70912
3042,MISUMI,20995,255468,12.16746,2.57774,-0.18708
3043,Sumia,56248,1094114,19.45126,3.01804,0.45665
3044,cosMo@Bousou-P,91947,1740082,18.92463,2.99195,0.4185
3045,PEPOYO,42571,887530,20.84774,3.08409,0.55321
3046,rerulili,56978,693904,12.17824,2.57856,-0.18588
3047,WADATAKEAKI KurageP,45831,608066,13.26728,2.65796,-0.06979
3048,Parsley Onuma,72714,951267,13.08212,2.6449,-0.08889
3049,SLAVE.V-V-R,43590,1028089,23.58489,3.20213,0.72579
3050,FLG4,12042,159059,13.20758,2.65377,-0.07592
3051,きくお,17097,721090,42.17393,3.76523,1.54906
3052,sasakure.UK,106044,2579126,24.32105,3.23163,0.76892
3053,Sasuke Haraguchi,71234,1976167,27.74151,3.35834,0.95417
3054,Mikito P,147795,2256933,15.27059,2.78935,0.12229
3055,柊マグネタイト,55203,1062423,19.24539,3.00792,0.44185
3056,Hitoshizuku and Yama,54805,764273,13.94506,2.70438,-0.00192
3057,Ghost and Pals,195344,8363104,42.81196,3.7799,1.57051
3058,みきとP,9992,180889,18.10157,2.94977,0.35683
3059,Frog96,17146,350709,20.45308,3.06586,0.52656
3060,iroha(sasaki),99469,1196958,12.03335,2.56751,-0.20203
3061,かいりきベア,11571,170002,14.6908,2.75307,0.06925
3062,Vane Lily,47510,2186087,46.01222,3.8504,1.67358
3063,Toa,65971,711909,10.79107,2.46734,-0.34848
3064,鬱P,17933,1062074,59.22125,4.09802,2.03561
3065,Yunosuke,36927,829451,22.4613,3.15535,0.6574
3066,mikitoP,6243,51154,8.1925,2.21838,-0.71247
3067,Omoi,54321,916145,16.86508,2.88284,0.25898
3068,Mothy,67319,1817239,26.99404,3.33199,0.91565
3069,Maigo Hanyuu,38045,564141,14.82786,2.76177,0.08197
3070,Hiiragi Kirai,1494,31517,21.0816,3.09474,0.56878
3071,Mitchie M,129597,2748308,21.2064,3.10038,0.57703
3072,Nightcord at 25:00,3839,287380,74.83854,4.3286,2.37273
3073,和田たけあき,12042,142673,11.84696,2.5531,-0.2231
3074,MASA Works DESIGN,56802,1283762,22.60024,3.16125,0.66602
3075,Crusher-P,108270,1566862,14.47166,2.739,0.04868
3076,Kıraç,90253,1090690,12.08467,2.57144,-0.19629
3077,Siinamota,223122,4493644,20.13976,3.05115,0.50505
3078,KINOSHITA,27554,292187,10.60377,2.45133,-0.37189
3079,Hiiragi Magnetite,5197,55194,10.61831,2.45258,-0.37006
3080,Riproducer,32078,1173843,36.59225,3.62679,1.34666
3081,wowaka,156030,2531996,16.22751,2.8465,0.20585
3082,香椎モイミ,22655,486079,21.45475,3.1115,0.59329
3083,いめ44,11759,258521,21.98307,3.13475,0.62728
3084,Wonderful★opportunity!,67939,1464562,21.55669,3.11603,0.59991
3085,Soooo,31088,474503,15.26272,2.78887,0.12159
3086,Circus-P,14477,244207,16.86745,2.88298,0.25918
3087,kiichi,62809,1009419,16.07099,2.83738,0.19252
3088,kurageP,19869,217250,10.93356,2.47935,-0.33093
3089,ShishiShishi,14535,182682,12.56755,2.60768,-0.1433
3090,Peg,8512,108792,12.77951,2.62318,-0.12064
3091,Lucky Tapes,74580,1065837,14.29099,2.72726,0.03152
3092,Nulbarich,62103,787692,12.68343,2.61618,-0.13088
3093,羊文学,13841,902854,65.22568,4.19306,2.17456
3094,Sirup,52447,777529,14.82475,2.76157,0.08168
3095,Lovely Summer Chan,41473,589383,14.2109,2.72201,0.02384
3096,Suchmos,64808,1451118,22.39068,3.15233,0.65298
3097,kiki vivi lily,27316,306519,11.22081,2.50314,-0.29614
3098,aiko,168037,6368594,37.89972,3.66098,1.39664
3099,くるり,83858,8891883,106.03373,4.67314,2.87645
3100,Lucky Kilimanjaro,41131,713429,17.34486,2.90934,0.29772
3101,Cody・Lee(李),64375,681958,10.59335,2.45043,-0.37321
3102,ストレイテナー,65010,3955433,60.84251,4.12459,2.07446
3103,Akane,72491,448887,6.19222,1.97299,-1.07124
3104,Vivy (Vo.Kairi Yagi),2347,25212,10.73764,2.4628,-0.35512
3105,Amatsuki,23056,406553,17.63251,2.9249,0.32047
3106,True,85861,1767596,20.58647,3.07206,0.53562
3107,SennaRin,22400,363315,16.21869,2.84599,0.2051
3108,MIREI,39738,437644,11.01295,2.48598,-0.32123
3109,Divela,16979,198859,11.71136,2.54249,-0.23861
3110,Leo/need,59831,3834367,64.08555,4.1757,2.14918
3111,doriko,64098,701249,10.94009,2.4799,-0.33012
3112,livetune,85666,1242336,14.50192,2.74096,0.05155
3113,emon(Tes.),35725,328132,9.18468,2.32088,-0.56261
3114,NoBoRu,15873,131146,8.26168,2.22588,-0.70151
3115,Kemu,39086,533070,13.63803,2.68362,-0.03228
3116,八王子P,9917,239866,24.18491,3.22624,0.76104
3117,ryo (supercell),203266,2045861,10.06489,2.40377,-0.44143
3118,Last Note.,43249,560149,12.95142,2.63558,-0.10251
3119,Aqu3ra,12908,170687,13.22232,2.65481,-0.0744
3120,Dixie Flatline,65275,600686,9.20224,2.3226,-0.5601
3121,LamazeP,108350,971474,8.96599,2.29917,-0.59435
3122,164,26446,286422,10.83003,2.47064,-0.34366
3123,ピノキオピー,8234,280218,34.02768,3.55613,1.24335
3124,ゆうゆ,12293,213606,17.37481,2.91098,0.30012
3125,ユリイ・カノン,4183,56402,13.4804,2.67279,-0.04811
3126,23.exe,18091,332369,18.37104,2.96377,0.3773
3127,halyosy,23691,285034,12.03081,2.56731,-0.20233
3128,Twinfield,14632,141576,9.67511,2.36791,-0.49385
3129,dios/signalP,36940,331927,8.98532,2.30111,-0.59152
3130,SAWTOWNE,111409,1801229,16.16757,2.84302,0.20076
3131,UtataP,39135,324679,8.29617,2.2296,-0.69607
3132,ゆこぴ,24871,290803,11.69198,2.54097,-0.24084
3133,TORABORUTA,27151,209580,7.71876,2.16547,-0.78983
3134,HoneyWorks,105025,1932596,18.40111,2.96533,0.37958
3135,Guiano,14752,321347,21.7818,3.12596,0.61443
3136,ツミキ,34909,632758,18.1254,2.95101,0.35865
3137,中島美嘉,112298,5172221,46.05758,3.85137,1.675
3138,藤川千愛,25518,541291,21.21129,3.1006,0.57735
3139,やなぎなぎ,47518,3280744,69.04067,4.24907,2.25645
3140,Tielle,9659,168320,17.42443,2.91367,0.30405
3141,FictionJunction,71228,1748756,24.55117,3.24068,0.78215
3142,H△G,23088,558941,24.2081,3.22716,0.76239
3143,澤野弘之,54348,5708633,105.03657,4.66378,2.86277
3144,KOKIA,95256,5488857,57.62156,4.0711,1.99625
3145,SawanoHiroyuki[nZk]:Gemie,20113,272572,13.55135,2.67768,-0.04096
3146,西野カナ,55838,4065136,72.80101,4.30137,2.33291
3147,坂本真綾,163875,10810036,65.96472,4.20416,2.19079
3148,ZARD,54382,4286733,78.82487,4.37983,2.44763
3149,moumoon,39180,1804353,46.05173,3.85124,1.67481
3150,絢香,39757,1986068,49.95392,3.93092,1.7913
3151,宇多田ヒカル,412838,29264357,70.88564,4.27507,2.29446
3152,FictionJunction YUUKA,47948,1821302,37.98414,3.66315,1.39982
3153,Stereopony,84315,2423379,28.74162,3.39254,1.00418
3154,鬼束ちひろ,61937,2753993,44.4637,3.81691,1.62462
3155,Anly,52411,599607,11.44026,2.52093,-0.27013
3156,LMYK,36084,544155,15.07981,2.77756,0.10506
3157,MISIA,81817,2203781,26.93516,3.32988,0.91257
3158,adieu,15829,220975,13.95925,2.70532,-0.00055
3159,倉木麻衣,63329,2848450,44.97789,3.82816,1.64107
3160,Ms.OOJA,41575,577274,13.88478,2.70033,-0.00785
3161,ayaka,57784,1197467,20.7228,3.07836,0.54484
3162,YUKI,157799,5533916,35.06917,3.58543,1.28619
3163,アイナ・ジ・エンド,4343,108123,24.89019,3.25386,0.80142
3164,BE:FIRST,46685,767946,16.44917,2.85929,0.22455
3165,MONKEY MAJIK,99920,4081310,40.84536,3.73398,1.50337
3166,Jo1,41677,2593771,62.23357,4.14683,2.10697
3167,もさを。,29956,585675,19.55052,3.02288,0.46372
3168,Suda Masaki,32530,315042,9.68436,2.36878,-0.49258
3169,DIALOGUE+,27190,767129,28.2126,3.3746,0.97795
3170,ONE OK ROCK,512960,41580087,81.05896,4.40743,2.48798
3171,ラックライフ,57126,1386723,24.27438,3.22979,0.76623
3172,Gesu No Kiwami Otome,131865,3159663,23.96116,3.21732,0.748
3173,Shota Shimizu,25623,287287,11.21163,2.50238,-0.29726
3174,centimillimental,92364,1730893,18.7397,2.98263,0.40488
3175,Kana Nishino,44450,1082970,24.36323,3.2333,0.77136
3176,Luck Life,3468,60912,17.55895,2.92095,0.3147
3177,Alia,32786,677389,20.66029,3.07548,0.54062
3178,秋山黄色,6369,159696,25.07001,3.26078,0.81154
3179,女王蜂,15081,613708,40.69142,3.73029,1.49798
3180,フレデリック,13503,881175,65.25288,4.19347,2.17516
3181,神山羊,5722,75049,13.11357,2.64713,-0.08563
3182,ちゃんみな,9340,302637,32.39877,3.50851,1.17373
3183,結束バンド,124429,10636100,85.47858,4.45989,2.56468
3184,ヴィヴィ(Vo.八木海莉),25201,494965,19.6399,3.02722,0.47007
3185,ツユ,7425,390690,52.61109,3.98175,1.86562
3186,Sakurakou K-ON Bu,68485,1262609,18.43601,2.96712,0.3822
3187,物語シリーズ,300109,8297927,27.64961,3.35513,0.94948
3188,nano.RIPE,53108,2489970,46.88414,3.86878,1.70045
3189,佐々木恵梨,40995,733568,17.89364,2.93882,0.34082
3190,Poppin'Party,37942,1954370,51.50805,3.96096,1.83522
3191,Kankaku Piero,62703,867988,13.84262,2.6975,-0.01198
3192,しぐれうい,10812,167421,15.4833,2.80234,0.14129
3193,AyaFubuMi,1322,11207,8.47089,2.24822,-0.66884
3194,SorAZ,2046,20546,10.03712,2.40126,-0.4451
3195,Yuni,29018,531797,18.32582,2.96144,0.37389
3196,Isekaijoucho,1056,51737,48.94701,3.91096,1.76212
3197,風真いろは,2451,33509,13.66598,2.68553,-0.02948
3198,Robocosan,296,2279,7.6734,2.16026,-0.79745
3199,獅白ぼたん,5197,88938,17.11004,2.89646,0.27889
3200,博衣こより,3179,50702,15.94402,2.82991,0.18159
3201,Endorfin.,7941,273636,34.45429,3.56824,1.26106
3202,somunia,6688,158804,23.74106,3.20846,0.73505
3203,二口魔菜 Futakuchi Mana,60778,1258324,20.70326,3.07746,0.54352
3204,花鋏キョウ,4603,67053,14.56407,2.74496,0.05739
3205,Nao Toyama,14181,202512,14.2795,2.72651,0.03042
3206,Sora Amamiya,14765,108101,7.32093,2.11877,-0.8581
3207,Inori Minase,14613,395152,27.03927,3.3336,0.918
3208,Akiko Wada,22714,207077,9.11631,2.31414,-0.57247
3209,COOL&CREATE,38406,828778,21.57882,3.11701,0.60134
3210,Shihoko Hirata,124938,4002727,32.03745,3.49764,1.15784
3211,Yumi Kawamura,73803,1524747,20.6594,3.07543,0.54055
3212,泰葉,266673,1935706,7.25869,2.11126,-0.86908
3213,ꉈꀧ꒒꒒ꁄꍈꍈꀧ꒦ꉈ ꉣꅔꎡꅔꁕꁄ,76549,682153,8.9112,2.29366,-0.60241
3214,kyary pamyu pamyu,294941,7021411,23.80607,3.21108,0.73888
3215,広瀬香美,27523,499228,18.13791,2.95167,0.35961
3216,Trysail,39577,1072398,27.09581,3.33562,0.92096
3217,Shiena Nishizawa,2121,34273,16.15127,2.84207,0.19937
3218,栗林みな実,65793,2203644,33.49308,3.54075,1.22086
3219,Mashiro Ayano,24042,257394,10.70556,2.46006,-0.35913
3220,KOTOKO,131201,9326421,71.08444,4.27783,2.2985
3221,水樹奈々,81996,12964698,158.11185,5.0696,3.45609
3222,佐咲紗花,36596,887128,24.24045,3.22844,0.76426
3223,Kisida Kyodan & The Akebosi Rockets,48755,825777,16.93693,2.88686,0.26486
3224,橋本みゆき,21062,1485317,70.51782,4.26994,2.28696
3225,春奈るな,19629,696888,35.50117,3.59734,1.3036
3226,放課後ティータイム,43083,3513520,81.55045,4.4134,2.49671
3227,AKINO from bless4,27519,511415,18.58339,2.97468,0.39325
3228,AKINO with bless4,20606,448693,21.77381,3.12561,0.61392
3229,井口裕香,19972,518316,25.95083,3.29401,0.86012
3230,大橋彩香,15320,369904,24.14359,3.2246,0.75864
3231,茅原実里,69699,3488560,50.05107,3.93282,1.79408
3232,沢井美空,18457,391974,21.23599,3.10171,0.57897
3233,美郷あき,23142,881390,38.08451,3.66572,1.40357
3234,水瀬いのり,5395,530975,98.40159,4.59916,2.76829
3235,eufonius,46695,2052175,43.94755,3.80549,1.60792
3236,ALTIMA,30898,646993,20.93896,3.08826,0.55931
3237,中島愛,33582,1287368,38.33391,3.67208,1.41287
3238,結城アイラ,27789,699402,25.16739,3.26451,0.81699
3239,伊藤美来,14512,291332,20.07386,3.04803,0.50049
3240,Maaya Uchida,23434,328276,14.00793,2.70857,0.00419
3241,fourfolium,4587,122331,26.66325,3.3201,0.89827
3242,Suara,45442,1551676,34.14554,3.55949,1.24826
3243,米倉千尋,24694,711898,28.82761,3.39543,1.0084
3244,Rita,49254,1849290,37.54522,3.65183,1.38327
3245,Aimi,27303,355849,13.03285,2.6414,-0.094
3246,愛美,7735,171039,22.10948,3.14024,0.63531
3247,安藤裕子,19814,1841936,92.95664,4.54283,2.68594
3248,Yoko Hikasa,58775,648490,11.03324,2.48767,-0.31876
3249,AKano,210832,2451529,11.62782,2.5359,-0.24825
3250,Masatoshi Ono,162156,1608589,9.91994,2.39059,-0.4607
3251,Chemistry,140822,2612340,18.55052,2.973,0.3908
3252,Akeboshi,99975,2373566,23.74135,3.20847,0.73506
3253,月詠み,2729,101360,37.1282,3.64095,1.36736
3254,MyGO!!!!!,17532,1536243,87.62008,4.48435,2.60044
3255,トゲナシトゲアリ,19165,1619805,84.5145,4.44868,2.54829
3256,岸田教団&The明星ロケッツ,12152,882044,72.57829,4.29835,2.3285
3257,リーガルリリー,5661,207747,36.69145,3.62943,1.35052
3258,クレナズム,15939,195190,12.24529,2.58364,-0.17845
3259,After the Rain,21698,454973,20.96746,3.08956,0.56121
3260,そらる,10321,391146,37.8944,3.66085,1.39645
3261,まふまふ,8509,333433,39.18131,3.6934,1.44404
3262,Chogakusei,17783,550619,30.96148,3.46453,1.10943
3263,Will Stetson,103854,6220482,59.89583,4.10916,2.0519
3264,まふまふちゃんねる,3412,49946,14.63404,2.74945,0.06396
3265,Unnämed,6373,222196,34.85974,3.57961,1.27768
3266,3年E組うた担(渚&茅野&業&磯貝&前原),70204,952487,13.56722,2.67877,-0.03937
3267,Royal Scandal,14754,341764,23.16258,3.1848,0.70045
3268,kuroneko,82198,945402,11.50138,2.52583,-0.26297
3269,はるまきごはん,3836,131836,34.35913,3.56555,1.25712
3270,ナユタン星人,12824,185392,14.45551,2.73796,0.04716
3271,ぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬ,18892,188075,9.95474,2.39377,-0.45605
3272,mochiutsune,7527,109395,14.53174,2.74288,0.05435
3273,Yukopi,2859,31895,11.15209,2.4975,-0.30439
3274,STEAKA,11171,176601,15.80746,2.82182,0.16977
3275,Nanahoshi Orchestra,12682,144083,11.36032,2.51449,-0.27955
3276,cosMo@暴走P,11246,168899,15.01724,2.77366,0.09935
3277,nihosika,6992,115901,16.57385,2.86641,0.23496
3278,ハナエ,13065,252860,19.35251,3.0132,0.44957
3279,Reche,4908,109860,22.3793,3.15185,0.65228
3280,Girls Dead Monster,38585,3469676,89.92059,4.50998,2.63791
3281,分島花音,58084,2740619,47.1829,3.875,1.70955
3282,多田葵,30303,473660,15.63027,2.81122,0.15427
3283,ASH DA HERO,22138,347722,15.70631,2.81578,0.16094
3284,OLDCODEX,38278,1349329,35.24984,3.59043,1.2935
3285,Sim,383314,10136029,26.44307,3.31211,0.88659
3286,Wagakkiband,70639,1696215,24.0121,3.21935,0.75097
3287,GRANRODEO,88356,3601031,40.75546,3.73183,1.50023
3288,OKAMOTO'S,58432,907696,15.53396,2.80541,0.14577
3289,FUNKIST,84996,1358340,15.98103,2.83209,0.18478
3290,高嶺のなでしこ,3205,57366,17.89332,2.9388,0.34079
3291,Aqours,37441,3569513,95.33446,4.56782,2.72247
3292,SKE48,22348,3217567,143.96917,4.97652,3.32
3293,iLiFE!,5347,139311,26.04917,3.29765,0.86544
3294,Guilty Kiss,26988,1091090,40.42721,3.72393,1.48868
3295,E-Girls,25137,1194694,47.52541,3.88208,1.7199
3296,≠ME,5595,276422,49.39635,3.91991,1.77521
3297,Momoiro Clover Z,45476,823407,18.106,2.95,0.35717
3298,新しい学校のリーダーズ,6999,358647,51.23528,3.95575,1.82761
3299,FAKY,44497,769698,17.29736,2.90675,0.29394
3300,櫻坂46,7889,1144509,145.05817,4.984,3.33094
3301,i☆Ris,37087,631282,17.02119,2.89154,0.2717
3302,川村ゆみ,118837,4336424,36.49021,3.62407,1.34268
3303,Juice=Juice,3945,775042,196.41206,5.28529,3.77144
3304,PassCode,52470,2189271,41.72344,3.75474,1.53372
3305,HKT48,16900,975778,57.73492,4.07303,1.99907
3306,ももいろクローバーZ,29477,3569320,121.08419,4.80471,3.06881
3307,KAQRIYOTERROR,33020,624388,18.90881,2.99116,0.41735
3308,NMB48,19270,2258854,117.21519,4.7725,3.02172
3309,大森靖子,20996,1798934,85.67576,4.46217,2.56801
3310,Maco,17590,292483,16.62685,2.86942,0.23936
3311,やくしまるえつこ,33022,1163276,35.22623,3.58978,1.29255
3312,Round Table featuring Nino,138741,3244828,23.38749,3.19407,0.71401
3313,SawanoHiroyuki[nZk]:Yosh,17092,231970,13.57105,2.67903,-0.03899
3314,SawanoHiroyuki[nZk]:Laco,6799,95757,14.08191,2.71349,0.01138
3315,SawanoHiroyuki[nZk]:Uru,5661,80590,14.23348,2.72349,0.026
3316,KOHTA YAMAMOTO,81324,2447613,30.09668,3.4371,1.06932
3317,小林未郁,6883,188719,27.41414,3.34688,0.93742
3318,BACK-ON,107211,2935680,27.382,3.34575,0.93577
3319,梶浦由記,137465,24888273,181.05039,5.20428,3.653
3320,Akai Haato,479,12139,25.28958,3.26917,0.82381
3321,Hakos Baelz & Tsunomaki Watame,145,583,3.99315,1.60806,-1.60478
3322,punipunidenki,3403,35297,10.36927,2.43091,-0.40175
3323,Weaver,62059,957101,15.42218,2.79863,0.13586
3324,富永TOMMY弘明,24518,286556,11.68709,2.54058,-0.24141
