ID,Nome,Ascoltatori,Ascolti,Popolarità,PopolaritàLog
158,Dua Lipa,2781907,266188898,95.68573,4.57146
159,Lady Gaga,6645527,707016414,106.3898,4.67646
160,Miley Cyrus,4203418,239035060,56.86681,4.05814
161,Bebe Rexha,1259150,33545647,26.64148,3.31931
162,Ava Max,1317644,54740938,41.54452,3.75055
163,Madonna,4781247,268024529,56.05744,4.04405
164,Rihanna,7259752,443748180,61.12441,4.12913
165,Selena Gomez,2635614,166882725,63.31832,4.16384
166,Meghan Trainor,1802787,37197996,20.63359,3.07424
167,Britney Spears,5472076,347136876,63.43786,4.1657
168,CYN,207054,2073811,10.01574,2.39932
169,Camila Cabello,1993948,104578204,52.44778,3.9787
170,Tove Lo,2064805,104595302,50.65623,3.94461
171,Ke$ha,2667445,103278292,38.71804,3.6818
172,Anitta,1009696,126128386,124.91706,4.83562
173,Gwen Stefani,3758164,65973992,17.55484,2.92073
174,Demi Lovato,2826873,153520051,54.30735,4.0129
175,Christina Aguilera,3907362,166452623,42.59973,3.77505
176,Zara Larsson,1521577,43636770,28.67862,3.39042
177,Selena Gomez & the Scene,2076112,41029479,19.76264,3.03315
178,P!nk,3827685,113699213,29.70442,3.4244
179,Kylie Minogue,3080452,138758826,45.04494,3.82961
180,Fergie,2959251,39279977,13.27361,2.65841
181,Jessie J,2662911,48485210,18.20759,2.9553
182,Shakira,4192136,138876696,33.1279,3.53011
183,Marina,1766235,128475928,72.73995,4.30054
184,Paris Hilton,863858,8808547,10.19674,2.41562
185,Kim Petras,1007939,77385577,76.77597,4.35383
186,Bonnie McKee,139046,2172785,15.62626,2.81098
187,Kelly Clarkson,3860564,100130610,25.93677,3.29349
188,Jennifer Lopez,3305247,57504098,17.39781,2.91223
189,Ellie Goulding,3378180,126511732,37.44966,3.64934
190,Addison Rae,774003,23199838,29.97379,3.43314
191,Little Mix,1579851,102607054,64.94725,4.18885
192,Avril Lavigne,4331071,201053088,46.42109,3.85906
193,Sabrina Carpenter,2496805,353905877,141.74344,4.96104
194,Rita Ora,1211501,25374022,20.94426,3.0885
195,Adele,4924412,258103345,52.41301,3.97805
196,Hilary Duff,1214891,26524900,21.83313,3.12821
197,Carly Rae Jepsen,2547444,129485668,50.82962,3.94796
198,Halsey,2327949,179109625,76.93877,4.35592
199,Lindsay Lohan,924165,11491095,12.43401,2.59778
200,Taylor Swift,5081389,2911871348,573.04622,6.3527
201,Nelly Furtado,4041642,87159065,21.56525,3.11641
202,The Pussycat Dolls,2998467,46675865,15.56657,2.80738
203,Ariana Grande,3783718,838135571,221.51105,5.40497
204,Hailee Steinfeld,1097710,22766082,20.73959,3.07913
205,Luísa Sonza,496995,72674790,146.22811,4.99198
206,Ashley Tisdale,879407,15179026,17.2605,2.90474
207,ASHLEY O,197331,2460282,12.46772,2.60029
208,Foxes,487817,12815546,26.27116,3.30582
209,Dagny,266237,4212278,15.82147,2.82265
210,Cher,1873831,30003312,16.01174,2.8339
211,Olivia Rodrigo,2531104,427423265,168.86824,5.13502
212,Nicole Scherzinger,1093066,14859985,13.59476,2.68066
213,Anahí,168271,8482841,50.41148,3.93986
214,Charli XCX,3066602,493830592,161.03505,5.08781
215,Danna Paola,235892,7776038,32.96425,3.5253
216,Fifth Harmony,1372968,41674682,30.35369,3.44533
217,Cher Lloyd,932698,12744440,13.66404,2.68539
218,Mabel,646073,12142493,18.79427,2.98539
219,DUDA BEAT,231679,24682057,106.53512,4.67781
220,Ashlee Simpson,992840,13837565,13.93734,2.70386
221,Sia,3833282,140567320,36.67021,3.62886
222,Lorde,3138587,304778222,97.10679,4.58605
223,Manu Gavassi,254989,14697422,57.6392,4.0714
224,Troye Sivan,2081748,138563704,66.56119,4.21303
225,Jordin Sparks,1269708,14332655,11.28814,2.50863
226,Christina Perri,1661285,23109954,13.91088,2.70209
227,Lily Allen,3159369,92569289,29.29992,3.41114
228,Melanie Martinez,1896930,193398165,101.95318,4.63427
229,Benson Boone,1015063,25677346,25.29628,3.26942
230,Bridgit Mendler,794253,12813250,16.13243,2.84097
231,Priscilla,133760,2829628,21.15435,3.09803
232,Lizzo,1529215,48828467,31.93039,3.49439
233,Jão,376224,81271302,216.01781,5.37997
234,Mariah Carey,4337734,192008288,44.26464,3.81252
235,Chappell Roan,1928301,215572724,111.79406,4.72556
236,Pixie Lott,936649,13836797,14.77264,2.75827
237,Nicki Minaj,4204990,253252650,60.22668,4.11458
238,Rouge,194176,5111816,26.32554,3.30782
239,Tate McRae,1670550,132872090,79.53788,4.38872
240,Beyoncé,5943287,558387739,93.95266,4.55337
241,Victoria Justice,116597,1713960,14.69973,2.75364
242,The Veronicas,1165220,27154710,23.30434,3.19065
243,Wanessa,279376,9075793,32.48582,3.51112
244,Heidi Montag,583906,5298412,9.07406,2.30996
245,Billie Eilish,3528177,625455999,177.2745,5.18332
246,Hannah Montana,923465,16786638,18.17786,2.95375
247,Cheryl,278357,5500391,19.76013,3.03303
248,Sam Smith,2693819,97421721,36.16489,3.61536
249,Agnes,457498,6988701,15.27588,2.78968
250,Belinda,414297,7934873,19.15257,3.00333
251,Cyndi Lauper,2607924,31013014,11.89183,2.55659
252,Olly Alexander (Years & Years),439406,5412612,12.31799,2.58911
253,Raye,1183328,33025878,27.90929,3.36416
254,Natalia Kills,714621,14335019,20.05958,3.04735
255,Marina & the Diamonds,1241771,75939226,61.15392,4.12961
256,Rachel Platten,492995,5235221,10.61919,2.45265
257,Nick Jonas,1121011,18380069,16.39596,2.85623
258,Natori,198076,4497442,22.70552,3.1657
259,yoasobi,681757,40926005,60.0301,4.11136
260,ZUTOMAYO,250944,11472402,45.71679,3.8441
261,Phantom Siita,28547,943791,33.05979,3.52811
262,tuki.,44595,826925,18.54258,2.97259
263,Ryokuoushoku Shakai,135966,2764312,20.33075,3.06014
264,Creepy Nuts,413891,12696411,30.67566,3.45554
265,Hoshimachi Suisei,81417,6089453,74.79246,4.32799
266,MAISONdes,102739,2353573,22.90804,3.17421
267,Reol,264343,12230113,46.26589,3.85578
268,MYTH & ROID,160730,5802889,36.10311,3.6137
269,dazbee,42658,1084979,25.43376,3.27464
270,Tatsuya Kitani,268110,6437684,24.01126,3.21932
271,米津玄師,78771,4831058,61.32963,4.13243
272,Yorushika,213114,12138386,56.95697,4.0597
273,syudou,137709,3594680,26.10326,3.29965
274,Vaundy,388621,11752394,30.24119,3.44173
275,Rokudenashi,35580,372753,10.47618,2.44027
276,DECO*27,314167,15106984,48.08568,3.89356
277,ayase,77916,1305797,16.75882,2.87688
278,Aimer,377377,19858022,52.62103,3.98194
279,Milet,121923,4135404,33.91788,3.55299
280,Oxt,76957,1472983,19.14008,3.00271
281,imase,280560,3927271,13.99792,2.70791
282,Reona,82932,2606047,31.42352,3.47888
283,Official HIGE DANdism,299926,8593797,28.65296,3.38956
284,Yuuri,112352,2769774,24.65242,3.24463
285,なとり,29642,373531,12.60098,2.61014
286,美波,263669,6615927,25.09169,3.26161
287,星街すいせい,20001,1409085,70.4472,4.26895
288,Sayuri,120574,2673280,22.17109,3.1429
289,Kocchi no Kento,103029,1482859,14.39249,2.73387
290,鈴木このみ,39668,1421640,35.83755,3.60651
291,Ai Higuchi,75296,695717,9.23963,2.32626
292,ヨルシカ,177812,7013030,39.44047,3.69983
293,mafumafu,84833,2824459,33.29395,3.53496
294,稲葉曇,184561,4208229,22.80116,3.16973
295,Yoh Kamiyama,177635,2871934,16.16752,2.84301
296,Egoist,168050,7259094,43.19577,3.78862
297,Queen Bee,165889,3368728,20.30699,3.05903
298,ファントムシータ,22775,514482,22.58877,3.16077
299,SawanoHiroyuki[nZk],157629,5500841,34.89717,3.58065
300,Midnight Grand Orchestra,14017,822636,58.68426,4.08906
301,須田景凪,172763,2634412,15.24861,2.788
302,Masayuki Suzuki,171427,2857688,16.6699,2.87186
303,ZAQ,103744,2603923,25.09926,3.2619
304,Sangatsu no Phantasia,64758,1515915,23.40856,3.19493
305,Ano,87994,1514986,17.21672,2.90233
306,Goose house,227997,3612493,15.8444,2.82401
307,Uru,60692,1188573,19.58336,3.02448
308,CHiCO with HoneyWorks,112541,2318484,20.60105,3.07274
309,ロクデナシ,102861,1806739,17.56468,2.92126
310,Eir Aoi,119716,2146115,17.92656,2.94056
311,MOB CHOIR,132333,2844076,21.49164,3.11314
312,ずっと真夜中でいいのに。,19760,1767105,89.42386,4.5045
313,Asca,68916,1451563,21.06248,3.09387
314,Yoko Takahashi,394653,5006694,12.68628,2.61639
315,和ぬか,48717,708543,14.54376,2.74365
316,緑黄色社会,12314,538732,43.746,3.801
317,GARNiDELiA,88527,2646288,29.8921,3.4305
318,Asmi,26466,352339,13.31238,2.66112
319,Meiyo,55294,727228,13.15178,2.64984
320,Junna,48492,756522,15.60064,2.80944
321,SEKAI NO OWARI,161364,4307996,26.69721,3.32133
322,TOOBOE,76222,1590706,20.8691,3.08507
323,DUSTCELL,32973,1053981,31.964,3.49541
324,EILL,78620,1349129,17.1599,2.89921
325,Lisa,1514059,91495220,60.43037,4.1179
326,25時、ナイトコードで。,111620,12771102,114.41486,4.74853
327,Majiko,123175,2508655,20.36642,3.06182
328,hololive IDOL PROJECT,24511,1158365,47.25705,3.87654
329,MORE MORE JUMP!,72272,4890486,67.66684,4.22926
330,Monogatari Series,26654,826848,31.02037,3.46637
331,aimyon,93555,2254366,24.09643,3.22272
332,Official髭男dism,22117,1444731,65.31924,4.19448
333,Lilas Ikuta,43595,806436,18.49793,2.9703
334,Vivid BAD SQUAD,91347,8650617,94.69957,4.56121
335,Supercell,177202,8128863,45.87316,3.84744
336,ClariS,177185,7908882,44.63604,3.82069
337,Hiroshi Kitadani,78575,1203186,15.31238,2.79192
338,Cö shu Nie,281381,6977217,24.79624,3.25022
339,Omoinotake,110460,1826142,16.532,2.86402
340,キタニタツヤ,111462,2052173,18.41124,2.96585
341,Da-iCE,67372,1111111,16.49193,2.86173
342,the peggies,174388,4568811,26.19896,3.30317
343,前島麻由,28656,497043,17.34455,2.90933
344,いきものがかり,136711,6430696,47.03827,3.87199
345,Yuu Miyashita,70246,2266996,32.27178,3.5047
346,x0o0x_,66116,1499851,22.6848,3.16483
347,YUI,437011,20589864,47.11509,3.87359
348,fhána,81084,2160370,26.64327,3.31938
349,きくおはな,91616,2758233,30.10612,3.4374
350,Shoko Nakagawa,117527,1568399,13.34489,2.66339
351,inabakumori,184087,6070392,32.97548,3.52563
352,シユイ,25327,420290,16.59388,2.86755
353,ATARASHII GAKKO!,291951,9422234,32.27322,3.50475
354,Sumika,155841,2886902,18.52454,2.97167
355,Tia,225707,2286512,10.13039,2.40967
356,ワンダーランズ×ショウタイム,97323,9366790,96.24337,4.57721
357,みゆな,65161,899619,13.80588,2.69502
358,Anna,230330,4217342,18.30991,2.96061
359,Marcella Bella,31487,212796,6.758,2.04872
360,Joan Thiele,38589,492774,12.76947,2.62245
361,Chanel,197389,3180546,16.113,2.83983
362,Anna Tatangelo,51870,571715,11.02186,2.48672
363,Matia Bazar,118037,1126472,9.54329,2.35548
364,Marina Satti,75132,2648178,35.24653,3.59034
365,Lo Stato Sociale,28607,774366,27.06816,3.33463
366,Mae Muller,154061,2266748,14.71321,2.7545
367,Tiromancino,100821,986561,9.78517,2.37817
368,cmqmartina,7409,187015,25.23819,3.26721
369,Giuni Russo,39665,374870,9.45066,2.34666
370,La Zarra,82555,1499746,18.1664,2.95315
371,Irene Grandi,76730,611996,7.97586,2.19453
372,Achille Lauro,73271,2108833,28.78088,3.39386
373,Dolcenera,34392,357242,10.38705,2.43247
374,Anna Bergendahl,59256,877187,14.80309,2.7602
375,Nathalie Cardone,29671,218762,7.37267,2.12497
376,Marcus & Martinus,145659,3016213,20.70721,3.07764
377,Massimo Ranieri,58204,419109,7.20056,2.1042
378,Olly,54318,1367926,25.18319,3.26511
379,Urban Symphony,32114,402228,12.52461,2.60451
380,Silia Kapsis,37418,391990,10.47569,2.44023
381,Nutsa,28764,327510,11.38571,2.51654
382,Sarah Bonnici,24437,280089,11.4612,2.52261
383,Raiven,33081,632206,19.11027,3.00123
384,Silvester Belt,54757,1152650,21.04989,3.0933
385,Nebulossa,53983,884706,16.3883,2.85579
386,Mustii,53146,708720,13.33508,2.6627
387,Electric Fields,33285,299750,9.00528,2.30311
388,Eden Golan,33970,440989,12.98133,2.63772
389,Teya Dora,82917,1251237,15.09005,2.7782
390,Bambie Thug,130037,2223523,17.09902,2.89585
391,Maria Sur,12763,283694,22.2261,3.14527
392,Slimane,96632,1404677,14.5362,2.74317
393,Fahree,20096,129658,6.4516,2.00842
394,Andromache,27514,675394,24.54639,3.24049
395,efendi,61381,987941,16.09496,2.83878
396,Keiino,65728,2114412,32.16863,3.5016
397,Brooke,44149,579143,13.11762,2.64742
398,ELENA TSAGRINOU,59174,1014099,17.13728,2.89796
399,Margaret Berger,74884,1028319,13.73197,2.69001
400,Vicco,37985,889447,23.41512,3.1952
401,Natalia Gordienko,33222,510561,15.36769,2.7953
402,Blanca Paloma,38326,541649,14.1323,2.71683
403,Amanda Tenfjord,63023,1041198,16.52065,2.86338
404,Ulrikke,26774,569405,21.26629,3.10307
405,Senhit,52198,679846,13.02411,2.64077
406,Stefania,43670,692407,15.85507,2.82465
407,Lena,423433,8226424,19.42787,3.0169
408,Monika Liu,43772,766505,17.5109,2.91835
409,5MIINUST & Puuluup,1205,13512,11.20398,2.50176
410,MÉLOVIN,30630,633415,20.67888,3.07633
411,Luke Black,49650,1283123,25.84284,3.28999
412,S10,86174,3755824,43.58368,3.79736
413,Noa Kirel,96000,1661887,17.31114,2.9075
414,Jann,118188,4335750,36.68488,3.62925
415,Eden Alene,35991,538104,14.95065,2.76949
416,THE ROOP,72692,1215698,16.72372,2.8749
417,Gjon's tears,75205,1472028,19.57327,3.02399
418,Ana Mena,106253,3408681,32.08049,3.49894
419,Rhove & ANNA,67,1106,16.2647,2.84866
420,Samuele Bersani,97283,1130030,11.61578,2.53494
421,Jacqline,10092,183379,18.16892,2.95329
422,Gianluca Grignani,177167,1465298,8.27066,2.22685
423,ICY SUBZERO,17907,526415,29.39552,3.41429
424,Angy,24305,287210,11.81642,2.55072
425,Maninni,6955,42708,6.13973,1.96567
426,Raf,113847,875334,7.68861,2.16201
427,Damiano David,136907,1277360,9.33006,2.33505
428,Carl Brave,37945,967476,25.49612,3.27699
429,Mr. Rain,6093,79600,13.06202,2.64347
430,Chiara Galiazzo,8329,129232,15.51404,2.80421
431,Luca Carboni,75103,739563,9.84718,2.3839
432,Niccolò Fabi,49698,582331,11.71715,2.54295
433,Charlie Charles,38056,551533,14.49228,2.74034
434,Iolanda,33755,446947,13.24052,2.65609
435,Brunette,42817,764879,17.86349,2.93722
436,Cornelia Jakobs,75452,2122344,28.12802,3.3717
437,Natalia Barbu,30452,225441,7.40291,2.12857
438,st. Pedro,10860,163867,15.08765,2.77805
439,Loïc Nottet,121432,2639357,21.73508,3.1239
440,Subsonica,124547,3734939,29.98794,3.43359
441,Drillionaire,25214,773444,30.67396,3.45549
442,Eros Ramazzotti,536043,8755901,16.33429,2.85268
443,Rkomi,65532,3740420,57.07689,4.06176
444,TEDUA,54460,6106183,112.12028,4.72845
445,Blanco,304738,8757299,28.73704,3.39239
446,Bresh,40992,2155018,52.57039,3.98099
447,Sick Luke,33835,1477267,43.65962,3.79906
448,Dani Faiv,20830,1112068,53.38524,3.99609
449,Tony Effe,60184,2633059,43.74942,3.80107
450,Fred De Palma,86228,1743029,20.21395,3.05465
451,Sfera Ebbasta,108104,7745437,71.64735,4.28561
452,NIGHT SKINNY,38104,2943975,77.25954,4.36003
453,Capo Plaza,70284,3877362,55.16628,4.02831
454,Madman,29173,2171637,74.43741,4.3233
455,Gemitaiz,54753,5997419,109.53389,4.70532
456,Vegas Jones,24722,893487,36.13991,3.61469
457,Roshelle,7035,76379,10.85545,2.47278
458,Ketama126,22361,1367023,61.13151,4.12925
459,Federico Rossi,9351,181438,19.40098,3.01558
460,Rigoberta Bandini,54961,2340448,42.58302,3.77466
461,Andrew Lambrou,42264,393440,9.30888,2.333
462,Monika Linkytė,1826,19312,10.57033,2.44844
463,gustaPH,52001,445551,8.56795,2.25841
464,REMO FORRER,39313,344024,8.75067,2.27733
465,Pasha Parfeny,7848,59649,7.59956,2.15171
466,Piqued Jacks,19180,123228,6.42448,2.00478
467,Victor Vernicos,18221,109638,6.01679,1.9483
468,TuralTuranX,19476,114514,5.87944,1.92853
469,Duncan Laurence,581958,8511859,14.62621,2.74894
470,TVORCHI,56891,637737,11.2096,2.50222
471,WRS,41019,577727,14.08403,2.71363
472,Mia Nicolai,35433,327592,9.24513,2.3268
473,Måns Zelmerlöw,252573,4380168,17.34211,2.90919
474,Riccardo Cocciante,69410,667641,9.61866,2.36261
475,Fabio Concato,37194,327869,8.81486,2.28389
476,Pino Daniele,111800,2419252,21.63891,3.11967
477,Francesco De Gregori,149854,2637067,17.59745,2.92302
478,fripSide,105261,6631172,62.99682,4.15883
479,Roberto Vecchioni,64665,678054,10.48547,2.44108
480,川田まみ,86978,5007015,57.56579,4.07015
481,Lia,109187,3988542,36.52912,3.62511
482,原田ひとみ,20638,564249,27.33896,3.34423
483,Fabrizio De André,215921,8614843,39.89793,3.71107
484,Ex-Otago,35677,718737,20.1451,3.0514
485,Motta,35591,580536,16.31085,2.85133
486,Dente,50717,1327673,26.17755,3.30239
487,Giorgio Poi,38857,616202,15.85778,2.82481
488,"Colapesce, Dimartino",1510,23304,15.42289,2.79867
489,Afterhours,113897,4201527,36.8885,3.63464
490,Caterina Caselli,65499,478437,7.30438,2.11678
491,Milva,47865,456111,9.52891,2.35412
492,Nomadi,44691,764366,17.10297,2.89607
493,Stadio,41919,370682,8.8426,2.28671
494,Alexia,147780,1043345,7.06007,2.08692
495,Paola Iezzi,2583,54065,20.92298,3.08753
496,Geri Halliwell,428692,3555605,8.29405,2.22937
497,Viola Valentino,21487,134281,6.24911,1.98087
498,Atomic Kitten,578824,5122152,8.84922,2.28739
499,Neja,17688,95249,5.38464,1.85389
500,Mónica Naranjo,112840,1810795,16.04731,2.83599
501,Alizée,376476,7831946,20.80325,3.08205
502,Alcazar,275060,2618531,9.51981,2.35326
503,Ivana Spagna,34971,209982,6.00428,1.94652
504,Melanie C,589783,9337864,15.83268,2.82332
505,bnkr44,39523,1879850,47.56224,3.88284
506,Paky,38205,1848958,48.39444,3.89983
507,Natti Natasha,311437,4425587,14.21017,2.72196
508,Jake la Furia,25075,518047,20.65907,3.07542
509,bad gyal,352323,19012767,53.96387,4.00667
510,Sofía Reyes,225726,2203067,9.75987,2.37582
511,Karol G,1149370,52008580,45.2496,3.83405
512,Lola Indigo,148795,5440092,36.56074,3.62595
513,Maluma,841681,24251842,28.81354,3.39496
514,Nicky Jam,843431,11532843,13.6737,2.68605
515,Becky G,1194251,20676850,17.31364,2.90764
516,Sofia Reyes,171061,1530969,8.94979,2.29755
517,Lunay,271704,4205060,15.47656,2.80193
518,G.R.L.,280512,2633956,9.38978,2.34082
519,Alvaro Soler,317687,5178657,16.30107,2.85076
520,Ron,35612,220683,6.19669,1.97362
521,NYV,6155,58094,9.43697,2.34535
522,Music Go Music,51672,527342,10.20536,2.41639
523,Betta Lemme,64341,641931,9.97685,2.39578
524,Elenoir,8479,55930,6.59551,2.02755
525,Federica Abbate,3915,56656,14.46782,2.73876
526,VillaBanks,33737,2027981,60.10969,4.11267
527,Club Dogo,46193,2271698,49.17733,3.91556
528,Marracash,77881,6873820,88.25941,4.49154
529,Gims,281011,6727737,23.9411,3.21651
530,Willie Peyote,36548,1549153,42.38564,3.77012
531,Artie 5ive,28450,2266766,79.67263,4.39039
532,Frankie hi-nrg mc,53086,644308,12.13683,2.57541
533,"Alfa, Yanomi",319,3332,10.4125,2.4347
534,Mida,25228,362230,14.35768,2.73161
535,Post Nebbia,24468,465371,19.01879,2.99667
536,l'officina della camomilla,24189,610215,25.22591,3.26674
537,Boom Da Bash,13822,172428,12.47399,2.60076
538,99 Posse,54625,807987,14.79125,2.75945
539,Ernia,53976,4055561,75.13498,4.3325
540,thasup,66148,5462162,82.57361,4.42572
541,medy,18711,667959,35.69682,3.60269
542,Ava,55588,802761,14.441,2.73702
543,Deddy,7513,128942,17.16023,2.89923
544,"Fedez, Annalisa, Articolo 31",733,6505,8.86239,2.28872
545,Nayt,30248,5256278,173.767,5.16345
546,Random,115852,1326000,11.44553,2.52136
547,Sarah Toscano,11334,135344,11.94036,2.56035
548,Shade,62248,812424,13.05119,2.6427
549,Lucio Corsi,41734,808561,19.37369,3.01424
550,yungest Moonstar,21293,1814811,85.2264,4.45697
551,Finesse,40906,404588,9.89043,2.38788
552,Salmo,70200,6187714,88.14281,4.49023
553,Luchè,31847,1526699,47.93704,3.89053
554,Rancore,63009,3988735,63.3032,4.1636
555,Gino Paoli,121706,998777,8.2064,2.21989
556,Marco Armani,35688,126883,3.55524,1.51627
557,Ivano Fossati,63087,691759,10.96498,2.48198
558,Pooh,51825,629646,12.14923,2.57636
559,Eugenio Finardi,41288,339591,8.22473,2.22188
560,Luigi Tenco,97749,882959,9.03282,2.30586
561,Adriano Celentano,371725,5089274,13.69092,2.68722
562,Al Bano & Romina Power,104836,923212,8.80616,2.28301
563,Fast Animals and slow kids,22569,975031,43.20031,3.78873
564,Tre allegri ragazzi morti,67138,1722930,25.66213,3.28324
565,IOSONOUNCANE,61763,950667,15.39192,2.79678
566,Andrea Laszlo De Simone,67861,877655,12.93293,2.63425
567,The Zen Circus,34392,1213467,35.28238,3.59133
568,Sick Tamburo,18445,412022,22.33665,3.15002
569,Ministri,21889,1512206,69.08204,4.24966
570,Mannarino,40408,762521,18.87007,2.98921
571,Marlene Kuntz,76304,1748998,22.92114,3.17476
572,Marco Castello,23671,825596,34.87647,3.58008
573,Vinicio Capossela,107761,2095857,19.44894,3.01793
574,Bandabardò,67477,1023643,15.17002,2.78315
575,Prozac+,35803,631540,17.63881,2.92524
576,Mecna,28437,1588437,55.85614,4.04052
577,Kid Yugi,29560,5662714,191.56029,5.2604
578,Massimo Pericolo,44039,3036722,68.95372,4.24783
579,Piotta,26552,256476,9.65902,2.3664
580,Johnny Marsiglia,4456,157088,35.24523,3.5903
581,Bassi Maestro,25746,640648,24.88243,3.25356
582,Noyz Narcos,32938,2749895,83.48447,4.43656
583,Ele A,12263,383313,31.25513,3.47367
584,CARL BRAVE X FRANCO126,18729,501628,26.78206,3.32439
585,MezzoSangue,11987,857838,71.55805,4.28438
586,Colle Der Fomento,14690,464122,31.59226,3.48407
587,Side Baby,16666,554481,33.26819,3.53421
588,Mondo Marcio,26943,535851,19.88758,3.03915
589,FUCKYOURCLIQUE,14618,628308,42.97886,3.7837
590,FSK SATELLITE,25075,1276562,50.90772,3.94946
591,naSka,15344,1416184,92.2896,4.5357
592,Modena City Ramblers,101151,1929371,19.07397,2.99942
593,Colapesce & Dimartino,978,24096,24.61287,3.24309
594,Gianmaria,15700,340561,21.6904,3.12194
595,Mahmood & Blanco,2491,38788,15.565,2.80729
596,Cannella,7140,62927,8.81207,2.28361
597,Lesley Roy,90421,1104857,12.21889,2.58164
598,Pupo,68048,510160,7.49695,2.1397
599,Domenico Modugno,174727,1023219,5.85606,1.92513
600,Alex Britti,76265,676921,8.87578,2.29008
601,Amedeo Minghi,31692,390980,12.33647,2.5905
602,Sunstroke project,75403,651985,8.64655,2.2666
603,Madame Monsieur,39287,603605,15.36359,2.79505
604,Sebalter,20274,245545,12.11072,2.57343
605,Antonio Maggio,4157,44869,10.791,2.46733
606,Pop X,14384,561559,39.03781,3.68982
607,Dark Polo Gang,41774,2561943,61.32718,4.13239
608,Tony Boy,23163,5546371,239.43925,5.48246
609,Baby Gang,86090,4506218,52.34249,3.97673
610,Slings,21780,549844,25.2442,3.26744
611,tha Supreme,31013,1309111,42.21032,3.76607
612,MamboLosco,26828,815991,30.41451,3.44726
613,DrefGold,21199,637510,30.07122,3.43628
614,Rondodasosa,56670,2167649,38.2497,3.66994
615,Silent Bob,21366,1828118,85.55801,4.46081
616,Neima Ezza,25791,1131213,43.85906,3.80352
617,chiello,34447,1803951,52.36736,3.97719
618,Papa V,18451,1899053,102.91854,4.6436
619,Nerissima Serpe,13205,1281496,97.03892,4.58536
620,Bello FiGo,15543,218829,14.07803,2.71323
621,Anka,8342,59895,7.17907,2.10157
622,Tutti fenomeni,10146,533431,52.57031,3.98099
623,Galeffi,14256,288190,20.21392,3.05465
624,Giuse The Lizia,10045,379149,37.74129,3.6569
625,Wincent Weiss,68249,1785173,26.15638,3.30161
626,СЕРГЕЙ ЛАЗАРЕВ,114271,2982065,26.0962,3.29939
627,M. Pokora,122310,2156711,17.633,2.92493
628,Tim Schou,16774,85712,5.1095,1.80984
629,Toto Cutugno,187533,1554572,8.28954,2.22888
630,Pablo Alborán,278073,6220304,22.36923,3.15142
631,Llunr,54786,413401,7.5456,2.14541
632,Jorge Blanco,69849,973124,13.93162,2.70348
633,Al Bano,53839,342919,6.36922,1.99731
634,Harshmxjb,554,35935,64.74774,4.18582
635,Mostro,23438,1431296,61.06472,4.12817
636,Diss Gacha,20474,1529311,74.69162,4.32666
637,Lele Blade,15043,424203,28.19748,3.37408
638,Ntò,7996,116832,14.60947,2.74787
639,Co'Sang,5453,96574,17.707,2.92889
640,Pyrex,43198,487195,11.27792,2.5078
641,Clementino,23693,526584,22.22436,3.1452
642,Ivan Granatino,3947,35380,8.96149,2.29872
643,Morad,146443,5861270,40.02396,3.71415
644,Jamil,36709,499951,13.61893,2.68231
645,Léa Paci,18036,188887,10.47219,2.43992
646,Léon,384712,7431323,19.31653,3.01143
647,Nu Genea,132073,1991561,15.07912,2.77752
648,Quercia,9271,343013,36.99449,3.63744
649,Franco Califano,24718,237574,9.61098,2.36188
650,Windows95Man,48906,488333,9.98493,2.39652
651,Hera Björk,39131,381633,9.75245,2.37513
652,"Alyona Alyona, Jerry Heil",2245,32839,14.6211,2.74862
653,Ladaniva,54216,629275,11.60659,2.53421
654,alyona alyona & Jerry Heil,2541,38367,15.09323,2.77839
655,Olly Alexander,21399,213856,9.99327,2.39728
656,"5MIINUST, Puuluup",1802,25141,13.94398,2.7043
657,"Fahree, İlkin Dovletov",603,4998,8.27483,2.2273
658,FRÖKEN SNUSK,12968,233693,18.01935,2.94545
659,Almacor,9387,181755,19.36035,3.01358
660,We Are Domi,41635,794905,19.09177,3.00031
661,Bashar Murad,8582,138501,16.13666,2.84122
662,Lisa Ajax,26665,372892,13.98379,2.70696
663,Emmelie de Forest,119165,1666878,13.98786,2.70724
664,Ryk,6016,98159,16.31361,2.85149
665,Ivi Adamou,68669,737066,10.73344,2.46244
666,Teya & Salena,2723,37551,13.78524,2.69362
667,Klara Hammarström,30522,692261,22.67997,3.16462
668,Roxen,54548,1220701,22.37806,3.15179
669,Tamta,50224,930164,18.51994,2.97143
670,Poli Genova,32644,405412,12.4188,2.59665
671,Luca Hänni,49330,728844,14.77456,2.75839
672,Subwoolfer,67376,906913,13.46027,2.6714
673,Michela,23965,272610,11.37486,2.51566
674,Justyna Steczkowska,86746,2127164,24.52147,3.23952
675,Athena Manoukian,14645,256559,17.51734,2.9187
676,Charlotte Perrelli,63710,836221,13.12522,2.64796
677,Mimicat,38519,414483,10.7602,2.46472
678,Sanna Nielsen,106261,1196876,11.26344,2.50662
679,Aminata,31430,396885,12.62718,2.61206
680,Aisel,10482,131118,12.50767,2.60325
681,Danny Saucedo,106265,1872439,17.6203,2.92425
682,Eric Saade,137464,4026852,29.29365,3.41093
683,Iveta Mukuchyan,19078,299939,15.72089,2.81665
684,Wiktoria,38151,631482,16.55174,2.86515
685,Dami Im,68356,939420,13.74285,2.69075
686,Teya,82018,1530110,18.65555,2.97835
687,Joost Klein,3054,24952,8.16759,2.21567
