ID,Nome,Ascoltatori,Ascolti,Popolarità,PopolaritàLog
13307,"KHEA, Ana Mena",73,520,7.02702,2.08281
13308,"Geolier, Shiva, Michelangelo",89,523,5.81111,1.91855
13309,"Lele Blade, Geolier, Dele, Poison Beatz",42,179,4.16279,1.64147
13310,"Paola & Chiara, Elodie",101,508,4.98039,1.78848
13311,"Ana Mena, Dargen D'Amico",65,277,4.19696,1.64807
13312,"Pepe, Samurai Jay",31,190,5.9375,1.93694
13313,"Marco Mengoni, Gazzelle",121,453,3.71311,1.55034
13314,"Rkomi, Elisa",153,528,3.42857,1.48807
13315,"Rkomi, Gaia",122,720,5.85365,1.92478
13316,"Rose Villain, thasup",95,1104,11.5,2.52572
13317,"Marco Mengoni, Madame",249,1624,6.496,2.01436
13318,"Ana Mena, Dejota2021",108,904,8.29357,2.22932
13319,"Ana Mena, Ir Sais",89,887,9.85555,2.38467
13320,"Kaleb Di Masi, Sfera Ebbasta, Rvfv, Omar Varela",160,722,4.48447,1.70192
13321,"Rvssian, Rauw Alejandro, Ayra Starr",3142,20583,6.54883,2.02139
13322,"Ana Mena, Natalia Lacunza",330,2669,8.06344,2.20424
13323,"Kalionte, Frezza",8,44,4.88888,1.77306
13324,"Geolier, Dat Boi Dee",81,937,11.42682,2.51985
13325,"Abraham Mateo, Ana Mena",476,4085,8.56394,2.25799
13326,"MACE, Marco Castello, Ele A",205,1736,8.42718,2.24359
13327,"Prince Royce, Maria Becerra",555,3243,5.83273,1.92172
13328,"Ana Mena, Emilia",501,5613,11.18127,2.49989
13329,"Lazza, Laura Pausini",227,1930,8.46491,2.24759
13330,Orjan Nilsen,219368,2953086,13.46172,2.6715
13331,Rub!k,32658,303272,9.28601,2.33078
13332,KhoMha,63324,544259,8.59469,2.2612
13333,Jorn van Deynhoven,63826,669013,10.48166,2.44075
13334,Davey Asprey,34011,317983,9.34914,2.3369
13335,Ben Gold,82385,1071570,13.0067,2.63953
13336,Andrew Rayel,174189,2711250,15.5649,2.80728
13337,Rank 1,347173,3027572,8.72061,2.27424
13338,Giuseppe Ottaviani,126325,1620146,12.82511,2.62648
13339,Super8 & Tab,204823,2848654,13.90781,2.70188
13340,Ahmed Helmy,26792,311470,11.62505,2.53568
13341,Cosmic Gate,433807,6208112,14.31073,2.72855
13342,Eximinds,42410,404549,9.53877,2.35506
13343,UDM,15571,124685,8.00699,2.198
13344,Alex M.O.R.P.H.,164192,1832528,11.16081,2.49821
13345,Paul Denton,19658,156206,7.94577,2.19118
13346,Markus Schulz,361654,5007349,13.84565,2.6977
13347,Protoculture,116642,1327602,11.38175,2.51622
13348,Dash Berlin,421634,6285579,14.90763,2.76679
13349,John O'Callaghan,188013,2418449,12.86313,2.62923
13350,Temple One,36264,360578,9.94286,2.39268
13351,Aly & Fila,177694,2647397,14.89854,2.76622
13352,Cosmic Gate & Emma Hewitt,29129,222163,7.6266,2.15485
13353,Alexander Popov,109228,1262910,11.56203,2.53067
13354,Maarten de Jong,30995,242714,7.83049,2.17821
13355,Bobina,121485,1294645,10.65674,2.45588
13356,Allen Watts,39485,461143,11.67864,2.53991
13357,Richard Durand,132962,1506334,11.32897,2.51195
13358,Simon Patterson,104611,1016066,9.7127,2.37142
13359,Robert Nickson,105480,677118,6.41933,2.00408
13360,DIM3NSION,24465,229929,9.39789,2.3416
13361,Arnej,156949,1300727,8.28752,2.22867
13362,Heatbeat,117993,1152182,9.76475,2.37627
13363,The Blizzard,73874,568535,7.6959,2.16285
13364,Mark Sixma,90178,874298,9.69513,2.36978
13365,Veracocha,164344,939925,5.71921,1.90497
13366,Ralphie B,58324,343149,5.88339,1.92911
13367,Matt Bukovski,26672,200112,7.50241,2.14034
13368,Sean Tyas,103238,961956,9.31775,2.33386
13369,Jochen Miller,117567,808760,6.87908,2.06421
13370,Yuri Kane,79190,671155,8.47514,2.24867
13371,Michael Milov,12242,159571,13.03365,2.64145
13372,Gouryella,217611,1265729,5.81644,1.91933
13373,Airbase,111003,907107,8.17184,2.21613
13374,Driftmoon,31667,370302,11.69325,2.54107
13375,Craig Connelly,55975,834180,14.90245,2.76647
13376,Yoel Lewis,33810,267439,7.90982,2.18715
13377,Ørjan Nilsen,20145,192746,9.56745,2.35777
13378,Signum,158975,1013726,6.37659,1.99831
13379,Kyau vs. Albert,251873,2600423,10.3243,2.42695
13380,Stoneface & Terminal,84477,813912,9.6346,2.36411
13381,Orkidea,92274,846180,9.17019,2.31946
13382,Binary Finary,187603,1071560,5.71181,1.90386
13383,A.R.D.I.,33574,279210,8.316,2.23173
13384,Chris Schweizer,44157,330477,7.48396,2.13817
13385,Thomas Bronzwaer,101079,595903,5.89536,1.93084
13386,Marlo,151664,1891734,12.4731,2.60069
13387,Dash Berlin feat. Emma Hewitt,50097,517589,10.33153,2.42758
13388,David Gravell,40562,310616,7.65761,2.15843
13389,Alpha 9,95292,1104706,11.59272,2.53311
13390,Mike Foyle,124862,821650,6.58041,2.02556
13391,Daniel Kandi,99235,941803,9.49053,2.35047
13392,David Forbes,48035,346932,7.22233,2.10685
13393,Andrea Ribeca,11470,115158,10.03905,2.40143
13394,Andy Moor,151197,1680572,11.11504,2.49444
13395,PUSH,230653,1600786,6.9402,2.07193
13396,Purple Haze,52047,344463,6.61817,2.03053
13397,Estiva,96387,1100486,11.41725,2.51908
13398,Marcel Woods,149652,1011919,6.76176,2.0492
13399,Roman Messer,58449,770463,13.18157,2.65194
13400,Solarstone,123511,1830258,14.81846,2.76117
13401,Rene Ablaze,23162,147867,6.38375,1.99928
13402,Tenishia,66025,614350,9.30466,2.33259
13403,Assaf,23560,182865,7.76134,2.17034
13404,Tycoos,10042,73392,7.30777,2.11719
13405,Vincent de Moor,94620,593447,6.27183,1.984
13406,Rodg,71251,697098,9.78355,2.37802
13407,Ruben De Ronde,60469,583427,9.6482,2.36539
13408,Photographer,27347,219584,8.02925,2.20046
13409,Ayda,17698,118656,6.7041,2.04175
13410,Corti Organ,20641,120697,5.84715,1.92383
13411,Above & Beyond,805971,24061678,29.85423,3.42927
13412,Lange,181091,1681555,9.28563,2.33074
13413,Talla 2XLC,116958,977154,8.35467,2.23587
13414,Beatsole,31671,248785,7.85504,2.18098
13415,Above & Beyond feat. Richard Bedford,58398,666858,11.41899,2.51922
13416,John Askew,46332,378196,8.16256,2.21512
13417,DT8 Project,90257,737541,8.17147,2.21609
13418,C-Systems,25815,207166,8.02471,2.19996
13419,The Thrillseekers,214810,1720720,8.01039,2.19837
13420,Nitrous Oxide,94654,997300,10.53615,2.44548
13421,Luke Bond,54771,474198,8.65767,2.26775
13422,Oceanlab,277252,4923484,17.75809,2.93162
13423,The Exciters,113736,536014,4.71274,1.74269
13424,The Cookies,50398,258713,5.13329,1.81373
13425,The Shangri-Las,413500,4024427,9.73256,2.37328
13426,Little Eva,253449,1070080,4.22205,1.65289
13427,The Angels,150533,1228106,8.15832,2.21466
13428,Jackie DeShannon,218447,1132016,5.18208,1.82165
13429,The Ad Libs,37627,144542,3.84134,1.57719
13430,Gary Lewis & The Playboys,124629,638895,5.12633,1.81259
13431,The Fortunes,138852,721591,5.19679,1.82403
13432,Martha Reeves & The Vandellas,772421,5663031,7.33152,2.12004
13433,Dusty Springfield,1799191,21591005,12.00038,2.56497
13434,The Tammys,33147,230994,6.96856,2.0755
13435,The Four Seasons,112371,896930,7.98179,2.19519
13436,The Caravelles,28231,139282,4.93347,1.7806
13437,The Buckinghams,73270,433083,5.9107,1.93307
13438,Lou Christie,83608,474107,5.67052,1.89769
13439,Tommy Roe,143804,749369,5.211,1.82632
13440,PolyCat,15928,473837,29.74681,3.42578
13441,Gary Puckett & The Union Gap,135796,735418,5.41556,1.85872
13442,Betty Everett,176403,776319,4.4008,1.68654
13443,Chris Montez,172513,880878,5.10612,1.80929
13444,The Drifters,923886,6411897,6.94013,2.07192
13445,Peter & Gordon,123474,720784,5.83748,1.92241
13446,Gene Pitney,186863,1273530,6.81527,2.05607
13447,The Dave Clark Five,129823,1072816,8.26361,2.22609
13448,The Happenings,36381,191571,5.26554,1.83506
13449,Jay & The Americans,305323,1861523,6.09687,1.95965
13450,John Fred & His Playboy Band,113593,454367,3.99992,1.60942
13451,The Cowsills,137374,861381,6.27028,1.98379
13452,Mary Wells,459148,2382980,5.18999,1.82293
13453,Freddie & The Dreamers,85957,391877,4.55893,1.7154
13454,The Flirtations,96020,448927,4.6753,1.73612
13455,Bobby Freeman,56670,197793,3.49019,1.50189
13456,Len Barry,35476,135325,3.81444,1.57161
13457,Pretzelle,5526,274427,49.65207,3.92498
13458,Diana Ross and the Supremes,421595,3711299,8.80297,2.28268
13459,The Association,357170,2554952,7.1533,2.09842
13460,Fontella Bass,297540,1342574,4.51223,1.70696
13461,Evie Sands,42393,217130,5.12171,1.81184
13462,Tommy Steele,34042,152104,4.46799,1.69891
13463,Gene McDaniels,35203,165466,4.7002,1.7405
13464,The Marvelettes,573623,3472887,6.05429,1.95363
13465,The Velvelettes,213634,915680,4.28618,1.66509
13466,Paul Revere & The Raiders,233300,1650482,7.07447,2.0887
13467,The Ikettes,28021,129658,4.627,1.72757
13468,Jan & Dean,238925,1330455,5.56848,1.88228
13469,Maxine Brown,49754,213502,4.29106,1.66601
13470,Jimmy Ruffin,345161,1689744,4.8955,1.77418
13471,The Kingsmen,438721,2082777,4.74737,1.74874
13472,Bus,27089,526801,19.44632,3.0178
13473,The Contours,395577,2032326,5.13761,1.81443
13474,Dee Dee Warwick,38149,155004,4.06301,1.62196
13475,The Four Tops,863676,7771119,8.99771,2.30235
13476,4Ever,7672,36875,4.80581,1.75885
13477,The Coasters,541233,3901737,7.20896,2.10522
13478,Katreeya English,798,9829,12.30162,2.58788
13479,The Marcels,163404,780681,4.77758,1.75398
13480,Brenda Holloway,146704,645903,4.40273,1.6869
13481,PONchet,28150,470332,16.70747,2.87398
13482,The Bobbettes,43939,172371,3.92287,1.59389
13483,Jr. Walker & The All Stars,354219,1717498,4.84867,1.76621
13484,Shirley Ellis,95248,467168,4.9047,1.77574
13485,The Cinderellas,3973,16132,4.05938,1.62124
13486,Dept.,5494,66373,12.07879,2.57099
13487,"Frank Ocean, Mick Jones, Paul Simonon, Diplo",1143,4476,3.91258,1.59179
13488,"John Mayer, Frank Ocean",2880,11864,4.11801,1.63276
13489,"A$AP Mob, A$AP Rocky, Playboi Carti, Quavo, Lil Uzi Vert, Frank Ocean",6484,30205,4.65767,1.73301
13490,Frank Ocean,3640189,605939505,166.4582,5.12073
13491,"Jay-Z, Frank Ocean",9314,45778,4.91443,1.77739
13492,"Beyoncé, Frank Ocean",6800,35495,5.21908,1.82762
13493,"Childish Gambino, Azealia Banks",3822,15595,4.07925,1.62516
13494,Steve Lacy,2542032,221953881,87.31353,4.48089
13495,"Mac Miller, Kendrick Lamar",4877,23517,4.82103,1.76147
13496,Anuar Zain,7352,130554,17.7552,2.93147
13497,6ixth Sense,5184,105412,20.33018,3.06012
13498,Ezlynn,1296,11744,9.05474,2.30804
13499,Kru,5748,131583,22.88798,3.17337
13500,Ruffedge,3024,31173,10.30512,2.42525
13501,Hazama,7856,68794,8.75575,2.27785
13502,Bunkface,9509,195464,20.55352,3.07053
13503,Oag,7136,139437,19.5372,3.02223
13504,Altimet,2958,39271,13.27171,2.65827
13505,Hijjaz,3830,70162,18.31427,2.96084
13506,Tomok,955,6159,6.44246,2.0072
13507,Nowseeheart,1648,20475,12.41661,2.59649
13508,King Hannah,103540,1153981,11.14515,2.49692
13509,Girl Scout,32193,196706,6.11002,1.9615
13510,Allo Darlin',123475,2445697,19.80706,3.03529
13511,Anna B Savage,44209,460855,10.42422,2.43573
13512,Ought,149424,2842312,19.02166,2.99681
13513,Bill Ryder-Jones,117412,1554404,13.23877,2.65596
13514,Grandaddy,842599,17133431,20.334,3.0603
13515,Hop Along,230353,7649535,33.20773,3.53245
13516,Nadine Shah,109837,1505946,13.71061,2.68856
13517,Esterina,448,9791,21.80623,3.12703
13518,Remember Sports,122626,3033969,24.74144,3.2481
13519,Being Dead,50391,722028,14.32822,2.72969
13520,Dirty Nice,47601,237998,4.99974,1.79171
13521,Friko,85858,1334214,15.53959,2.80575
13522,ratboy,39761,484293,12.17979,2.57868
13523,Deep Sea Diver,116331,1269678,10.91426,2.47773
13524,The Antlers,880807,28938806,32.85484,3.52208
13525,Okkervil River,739189,24592529,33.26956,3.53425
13526,Maxïmo Park,1080898,28925163,26.76028,3.3236
13527,86TVs,10788,85000,7.87839,2.18362
13528,Tomato Flower,16464,88867,5.39732,1.85587
13529,Royel Otis,675438,11699964,17.32201,2.9081
13530,Nilüfer Yanya,422358,10286680,24.35529,3.23298
13531,Mary Timony,39907,560695,14.04968,2.71135
13532,The Hard Quartet,17963,208341,11.59769,2.53351
13533,Torres,202076,3282785,16.24521,2.84753
13534,Arab Strap,295533,6968463,23.57922,3.2019
13535,Halo Maud,21951,151850,6.91736,2.06905
13536,The Black Heart Procession,216798,4431392,20.44009,3.06526
13537,Camp Cope,78713,2143047,27.22574,3.34023
13538,J Mascis,191036,3074986,16.09628,2.83886
13539,meagre martin,10827,48712,4.4987,1.70451
13540,Oliver Sim,93909,1070804,11.40244,2.51789
13541,We Are Scientists,1342448,26669341,19.86618,3.03812
13542,Miss Grit,48834,362755,7.42817,2.13157
13543,Skylar Gudasz,11126,63060,5.66729,1.89721
13544,Rui Gabriel,4544,18249,4.01518,1.61246
13545,Karate,124251,3488222,28.07376,3.36983
13546,Stephen Malkmus and the Jicks,236396,4395735,18.59471,2.97525
13547,The WAEVE,29230,424818,14.53313,2.74297
13548,Loma,113037,1177964,10.42095,2.43544
13549,Been Stellar,82013,964416,11.75916,2.54624
13550,Electrelane,322615,7224422,22.39325,3.15244
13551,Sparklehorse,867579,19032441,21.93739,3.13276
13552,Cloud Nothings,470539,14347240,30.49101,3.4497
13553,sam evian,211916,1941429,9.16127,2.31858
13554,Pip Blom,170991,1605715,9.39058,2.34089
13555,Bar Italia,204391,6226699,30.46449,3.44885
13556,Packs,145209,1404730,9.67378,2.36779
13557,BNNY,162970,1122333,6.8867,2.06517
13558,Chastity Belt,266379,4112047,15.43677,2.79952
13559,Speedy Ortiz,192068,3628072,18.88941,2.99018
13560,Lime Garden,114941,1019405,8.86886,2.28938
13561,Hello Ocho,13239,114202,8.62552,2.26441
13562,En Attendant Ana,20766,234129,11.27408,2.50748
13563,Francis of Delirium,83018,629323,7.58046,2.14948
13564,Another Sky,56904,569748,10.01226,2.399
13565,William Doyle,45836,432655,9.43899,2.34554
13566,Jess Locke,13560,107293,7.91187,2.18738
13567,Boeckner,7288,48284,6.62422,2.03133
13568,The Weakerthans,347792,15027396,43.20787,3.7889
13569,Alessandro Fiori,2271,42727,18.80589,2.98597
13570,carpacho!,2448,39618,16.17721,2.84358
13571,Galoni,997,26019,26.07114,3.29846
13572,Cesare Basile,11176,133528,11.94667,2.56083
13573,Ettore Giuradei,1414,23328,16.48621,2.86141
13574,I Quartieri,1063,12755,11.98778,2.564
13575,Dino Fumaretto,1511,32192,21.291,3.10418
13576,Babalot,6837,101921,14.90508,2.76663
13577,Edipo,1088,15647,14.36822,2.7323
13578,The Zen Circus & Brian Ritchie,5745,74682,12.99721,2.63885
13579,Comaneci,10577,114849,10.85734,2.47294
13580,Marco Parente,8490,73055,8.60381,2.26215
13581,Alessandro Grazian,2826,28475,10.07251,2.40446
13582,Artemoltobuffa,6138,64083,10.43867,2.43699
13583,Olivia Sellerio,2929,28836,9.84163,2.38339
13584,Lombroso,2808,47510,16.91349,2.88555
13585,Jang Senato,1109,17726,15.96936,2.8314
13586,Albanopower,2300,16337,7.09995,2.09185
13587,24 Grana,20049,306638,15.29366,2.79077
13588,Giovanni Lindo Ferretti,3770,58812,15.59586,2.80915
13589,Artù,1857,11720,6.30785,1.98894
13590,Emanuele Colandrea,1348,20614,15.28094,2.78999
13591,Federico Dragogna,628,6921,11.00317,2.48517
13592,Siberia,13626,93695,6.87568,2.06377
13593,Cristiano De André,2840,43482,15.30517,2.79148
13594,Massimo Zamboni,2156,31678,14.68613,2.75277
13595,Enrico Gabrielli,407,8015,19.6446,3.02745
13596,Tony Canto,7546,23873,3.16324,1.42629
13597,Musica per Bambini,7122,247378,34.72946,3.57597
13598,Chiara Civello,51611,422313,8.18245,2.21729
13599,Mario Biondi,68650,802893,11.69528,2.54123
13600,Giovanni Allevi,134179,1647118,12.27543,2.58591
13601,Rita Marcotulli,4903,53723,10.95493,2.48114
13602,Ivan Segreto,7920,52350,6.60901,2.02933
13603,Enrico Pieranunzi,129849,870051,6.70043,2.04127
13604,Michel Petrucciani,132408,1301395,9.82859,2.38218
13605,Bachi Da Pietra,8982,218813,24.35856,3.23311
13606,Cosmetic,10360,196094,18.92616,2.99203
13607,One Dimensional Man,10569,124756,11.80283,2.54966
13608,Super Elastic Bubble Plastic,4649,50179,10.79118,2.46735
13609,Fratelli Calafuria,2758,66682,24.1689,3.2256
13610,Zecchino D'Oro,3956,63850,16.13596,2.84117
13611,Romina Power,5521,23193,4.2001,1.64867
13612,Castellina Pasi,3142,17057,5.42698,1.8605
13613,Elisa Mutto,2706,23333,8.6195,2.26379
13614,La Superstar Delle Canzoni Per Bambini,5161,189552,36.72065,3.6302
13615,Lino Toffolo,800,3258,4.06741,1.62282
13616,Coro I Piccoli Cantori di Milano,2381,55359,23.24055,3.18802
13617,Martelli,1582,7453,4.70814,1.74189
13618,Fiorello,19451,83739,4.3049,1.66863
13619,Le mele canterine,2292,21256,9.26995,2.32922
13620,Elisa Pooli,1624,24335,14.97538,2.77104
13621,Le Piccole Ore,2050,23520,11.46757,2.52313
13622,Coccole Sonore,4362,163313,37.43135,3.64887
13623,Fabio Cobelli,4724,25498,5.3964,1.85573
13624,Superobots,2497,16693,6.68254,2.03895
13625,Rocking Horse,2813,13223,4.699,1.74029
13626,I Micronauti,2824,14252,5.04495,1.79922
13627,Georgia Lepore,989,5530,5.58585,1.88492
13628,Le Mele Verdi,932,5835,6.25401,1.98155
13629,I Mostriciattoli,1078,4028,3.73308,1.55457
13630,I Piccoli Stregoni,833,2552,3.05995,1.40117
13631,Katia Svizzero,1392,4208,3.02081,1.39148
13632,Riccardo Zara,1138,4896,4.2985,1.66742
13633,I Cavalieri Di Silverland,476,1594,3.34171,1.46826
13634,Franco Martin,459,1956,4.25217,1.65864
13635,Patrizia Pradella,463,1571,3.38577,1.47836
13636,Sara Kappa,376,1149,3.04774,1.39815
13637,Chelli & Chelli,331,998,3.00602,1.38779
13638,Galaxy Group,1226,3936,3.20782,1.43694
13639,I Vianella,1316,5093,3.86712,1.5825
13640,Fogus,320,1129,3.51713,1.50787
13641,Spectra,7884,88717,11.25136,2.50563
13642,Louisiana Group,275,851,3.08333,1.40691
13643,Luigi Lopez,1067,2547,2.38483,1.2193
13644,Bishoonen,286,971,3.38327,1.47779
13645,Fabiana,2375,9026,3.79882,1.56837
13646,Cartoni,1406,19017,13.51599,2.67525
13647,Cardcaptors,4128,21570,5.22402,1.82841
13648,Orchestra e coro di Augusto Martelli,32,198,6.0,1.94591
13649,I Ragazzi di Remi,570,1743,3.05253,1.39934
13650,I Sorrisi,12,197,15.15384,2.78215
13651,Actarus,5368,58382,10.8739,2.47434
13652,Ragazzi Dai Capelli Rosi,53,162,3.0,1.38629
13653,Gli Ypsylon,180,825,4.55801,1.71524
13654,"Mago, Fata, Zucca bacata",158,560,3.52201,1.50895
13655,I Ragazzi Dai Capelli Rossi,326,875,2.67584,1.30178
13656,La Mente di Tetsuya,946,9316,9.83738,2.383
13657,Eurokids,459,1394,3.03043,1.39387
13658,Ranma ½,5217,107865,20.67171,3.076
13659,I Bimbo Jet,608,3082,5.06075,1.80183
13660,Gem Boy,13560,244897,18.05891,2.94753
13661,Castellina-Pasi,1411,6660,4.71671,1.74339
13662,Minirobot,101,498,4.88235,1.77195
13663,Le Mele Verdi Di Mitzi Amoroso,127,833,6.50781,2.01594
13664,I Monelli Spaziali,139,557,3.97857,1.60514
13665,Cartoni animati,5149,78426,15.22834,2.78675
13666,I Nostri Figli,159,432,2.7,1.30833
13667,Top Quality,3771,22139,5.8693,1.92706
13668,Babies Singers,1972,9879,5.00709,1.79294
13669,Pippo Franco,4598,27162,5.90606,1.93239
13670,Bee Hive,1041,22207,21.3119,3.10512
13671,Daisy Daze and the Bumble Bees,385,2878,7.45595,2.13487
13672,Delta V,13684,102436,7.48527,2.13833
13673,Gigi Proietti,6471,36358,5.61773,1.88975
13674,Ronny Grant,4144,20212,4.87623,1.77091
13675,Renzo Arbore,14243,101796,7.14658,2.09759
13676,Sorrisi,89,370,4.11111,1.63141
13677,"Il mago, la fata e la zucca bacata",100,344,3.40594,1.48295
13678,Andrea e Sabrina,111,340,3.03571,1.39518
13679,Squallor,11556,176744,15.29324,2.79075
13680,Latte e i suoi derivati,2705,43491,16.07206,2.83744
13681,Aiko & Company,131,375,2.8409,1.3457
13682,Cast of Robin Hood,2461,12376,5.0268,1.79621
13683,Limited & C.,2040,10422,5.10632,1.80932
13684,Fratelli Balestra,57,436,7.51724,2.14209
13685,Michele Pecora,1120,4137,3.69045,1.54552
13686,Sio,10609,60807,5.7311,1.90673
13687,Daniela Goggi,1808,8591,4.74903,1.74903
13688,Walter Rizzati,5121,44388,8.66614,2.26862
13689,Basil Poledouris,181395,3840717,21.1731,3.09887
13690,Annibale e i Cantori Moderni,86156,500599,5.81031,1.91843
13691,Fabio Frizzi,25877,354151,13.6854,2.68685
13692,Guido E Maurizio De Angelis,3402,21090,6.19747,1.97372
13693,Klaus Doldinger,61273,877981,14.32876,2.72973
13694,Olimpio,3393,15591,4.59369,1.72163
13695,Guido and Maurizio De Angelis,15443,151983,9.8409,2.38332
13696,Mike Post,28496,145144,5.0933,1.80718
13697,The Oceans,6704,29716,4.43191,1.69229
13698,Gianfranco Plenizio,11854,60221,5.07979,1.80497
13699,Johnny Wakelin,35386,139687,3.94741,1.59886
13700,Jan Hammer,306812,2937434,9.57402,2.3584
13701,Maurice Jarre,154958,1115749,7.20028,2.10416
13702,Bruce Broughton,93279,493101,5.28624,1.83836
13703,Stu Phillips,38006,283134,7.44952,2.1341
13704,Mike Batt,30470,262194,8.6047,2.26225
13705,Mark Mothersbaugh,304000,4364475,14.35677,2.73155
13706,John Barry,469547,6684911,14.2369,2.72372
13707,Danny Elfman,1422250,28754592,20.21766,3.05483
13708,Peter Kent,19184,80720,4.20745,1.65009
13709,Francesca Daprati,1062,12117,11.39887,2.5176
13710,Valeria Caponnetto Delleani,1009,10380,10.27722,2.42278
13711,Valentina Ponzone,1164,12049,10.34248,2.42855
13712,Le Trollz,649,3760,5.78461,1.91465
13713,Daniela Rando,739,4404,5.95135,1.93893
13714,Sol Bontempi,3013,17866,5.92767,1.93552
13715,Rosalba,1116,7823,7.00358,2.07988
13716,Elena Tavernini,130,718,5.48091,1.86886
13717,Dellai,1377,4836,3.50943,1.50617
13718,Linee Parallele,336,1315,3.90207,1.58965
13719,Richard Cocciante,11159,198620,17.79749,2.93372
13720,Los Locos,9462,38111,4.02736,1.61489
13721,Alicia,9691,40445,4.17302,1.64345
13722,Power Francers,8102,55503,6.84968,2.06047
13723,Daniele Viri,3163,12440,3.93173,1.59568
13724,Diana Del Bufalo,1157,7943,6.85924,2.06168
13725,Brusco,17478,187389,10.7208,2.46136
13726,Eleonora Lolla: Cadeddu,1274,9940,7.79607,2.1743
13727,Bdv Band,1664,9387,5.63783,1.89278
13728,Leone Di Lernia,4424,36052,8.14734,2.21346
13729,Le Piccole Voci Di Radio Zeta,1048,5378,5.12678,1.81266
13730,Tequila e Montepulciano Band,1373,5397,3.92794,1.59492
13731,Antonio Divincenzo,289,1258,4.33793,1.67483
13732,Ivan Della Mea,1283,11020,8.58255,2.25994
13733,Coro Della Sat,3067,23150,7.54563,2.14542
13734,Aram Quartet,4856,34762,7.15709,2.09888
13735,Fabio Ingrosso,52,293,5.5283,1.87614
13736,Leonardo Abbate,34,134,3.82857,1.57455
13737,Stefano Bersola,1049,6173,5.87904,1.92847
13738,Daniela Carelli,25,148,5.6923,1.90095
13739,Moreno Ferrara,82,233,2.80722,1.33689
13740,Maria Concetta Montesano,25,179,6.88461,2.06491
13741,Giacinto Livia,251,1648,6.53968,2.02017
13742,Sewit Jacobs Villa,14,48,3.2,1.43508
